Tipo,URL,Loja,Produto
Checkout,https://tpsperfumeshop.shop/cart/51243681186079:3,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681186079:5,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681186079:5,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681186079:10,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681186079:10,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141203853624:1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141203853624:1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/add?id=51141203853624&quantity=1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/add?id=51141203853624&quantity=1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141203853624:2,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141203853624:2,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141203853624:3,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141203853624:3,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141203853624:5,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141203853624:5,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141203853624:10,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141203853624:10,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243679613215:1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243679613215:1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/add?id=51243679613215&quantity=1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/add?id=51243679613215&quantity=1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243679613215:2,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243679613215:2,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243679613215:3,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243679613215:3,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243679613215:5,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243679613215:5,SADERSTORE,N/A
